323753689904975872	positive	HORIZONT - Realität : Es geht auch ohne @ArminWolf - ich finde nicht ;-) http://t.co/rgfeVrG849	Horizont - Realität : es gehen auch ohne @ArminWolf - ich finden nicht ;-) http://t.co/rgfeVrG849	NN $( NN $. PPER VVFIN ADV APPR NN $( PPER VVFIN PTKNEG $( NN	6/CJ 1/-- 1/CJ 3/-- 6/EP 0/-- 8/MO 6/MO 8/NK 11/-- 12/SB 9/-- 12/NG 13/-- 12/OA	case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_100500158::Intensity=medium|Sentiment::markable_100500158::Sentiment=True|gender=neut|Sentiment::markable_100500158::Polarity=positive|pers=3|num=sg|Sentiment::markable_100500158::Sarcasm=false mood=ind|Sentiment::markable_100500158::Sentiment=True|EmoExpression::markable_100500162::EmoExpression=True|EmoExpression::markable_100500162::SubjectiveFact=false|pers=3|EmoExpression::markable_100500162::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_100500162::Polarity=positive|EmoExpression::markable_100500162::Uncertain=false|EmoExpression::markable_100500162::Intensity=medium Sentiment::markable_100500158::Sentiment=True Sentiment::markable_100500158::Sentiment=True|Target::markable_100500161::Preferred=true|Target::markable_100500161::Anaphref=empty|Target::markable_100500161::Target=True case=acc|gender=masc|num=sg|Target::markable_100500161::Target=True|Sentiment::markable_100500158::Sentiment=True Sentiment::markable_100500158::Sentiment=True case=nom|pers=1|num=sg|Source::markable_100500159::Source=True|Sentiment::markable_100500158::Sentiment=True|Source::markable_100500159::Anaphref=empty|*=True pers=1|Sentiment::markable_100500158::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500158::Sentiment=True|Negation::markable_100500163::EmoExpressionRef=empty|Negation::markable_100500163::Negation=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|Sentiment::markable_100500158::Sentiment=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium _
319047717143851009	negative	@NinJauberer ich glaub das wird zu viel , sry :(	@NinJauberer ich glauben die werden zu viele , sry :(	NN PPER VVIMP PDS VAFIN APPR PIS $, NE NN	0/-- 5/SB 5/OC 5/SB 1/-- 5/MO 6/NK 7/-- 10/NK 5/PD	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ *=True _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|gender=fem|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::EmoExpression=True
325208704347676672	positive	@claudi_1412 Ich fahre mit dem Torben - Auto :)	@claudi_1412 ich fahren mit die Torben - Auto :)	NN PPER VVFIN APPR ART NE $( NN ADJA	0/-- 3/SB 1/-- 3/MO 8/NK 8/NK 6/-- 4/NK 8/UC	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_3::EmoExpression=True|gender=neut|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Intensity=medium|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false
326754871036506112	positive	@YoMaster3 hier was leckeres zum Lesen :-) http://t.co/S6D72z1ndX	@YoMaster3 hier was lecker zu Lese|Lesen :-) http://t.co/S6D72z1ndX	CARD ADV PIAT ADJA APPRART NN $( NN	0/-- 3/MO 4/MO 1/-- 4/MNR 5/NK 6/-- 6/CJ	_ Sentiment::markable_4::Intensity=medium|Sentiment::markable_4::Sentiment=True|Sentiment::markable_4::Polarity=positive|Sentiment::markable_4::Sarcasm=false case=nom|Sentiment::markable_4::Sentiment=True|Target::markable_5::Preferred=true|num=sg|Target::markable_5::Anaphref=empty|Target::markable_5::Target=True|gender=neut case=nom|Sentiment::markable_4::Sentiment=True|gender=neut|EmoExpression::markable_6::SubjectiveFact=false|pos=True|EmoExpression::markable_6::Sarcasm=false|num=sg|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::EmoExpression=True|EmoExpression::markable_6::Polarity=positive case=dat|gender=neut|num=sg|Sentiment::markable_4::Sentiment=True|Target::markable_5::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_4::Sentiment=True|Target::markable_5::Target=True Sentiment::markable_4::Sentiment=True|EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|EmoExpression::markable_7::Intensity=medium|EmoExpression::markable_7::SubjectiveFact=false|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive case=nom|gender=fem|num=sg
319843921268203520	positive	@Emma_Schweiger jetzt hab ich ihn gefunden dann lass ihn doch tweeten :)	@Emma_Schweiger jetzt haben ich er finden dann laß er doch tweeten :)	NN ADV VAIMP PPER PPER VVPP ADV ADJD PPER ADV NN ADJA	0/-- 6/MO 4/NK 6/SB 6/OA 12/MO 8/MO 6/MO 8/CC 9/MO 6/SB 1/--	case=nom|gender=masc|num=sg _ _ case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg|pers=3 _ _ _ case=acc|gender=masc|num=sg|pers=3 _ pers=3|num=pl|tense=past|mood=ind case=gen|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_8::Polarity=positive|gender=masc|EmoExpression::markable_8::Uncertain=false|pos=True|EmoExpression::markable_8::SubjectiveFact=false|num=pl|EmoExpression::markable_8::Sarcasm=false|EmoExpression::markable_8::EmoExpression=True
324149402119860224	positive	Gerade das Samsung Galaxy S4 in den Händen gehabt =D üff rennt das Teil :-)	gerade die Samsung Galaxy S4 in die Hand haben =D üff rennen die Teil :-)	ADV ART NE NN CARD APPR ART NN VAPP ADJA NN VVFIN ART NN $(	4/MO 4/NK 4/NK 12/SB 4/PNC 9/MO 8/NK 6/NK 4/OC 11/NK 9/OA 0/-- 14/NK 12/SB 14/--	_ case=nom|num=sg|Target::markable_13::Anaphref=markable_12|Target::markable_13::Preferred=true|gender=neut|Target::markable_13::Target=True *=True|Target::markable_13::Target=True *=True|Target::markable_13::Target=True case=nom|*=True|num=sg|Target::markable_13::Target=True _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|EmoExpression::markable_10::Intensity=medium|gender=masc|pos=True|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::Uncertain=false|num=pl|EmoExpression::markable_10::Polarity=positive|EmoExpression::markable_10::Sarcasm=false|EmoExpression::markable_10::SubjectiveFact=false case=dat|Sentiment::markable_11::Polarity=positive|num=pl|Sentiment::markable_11::Intensity=medium|gender=masc|Sentiment::markable_11::Sentiment=True|Sentiment::markable_11::Sarcasm=false EmoExpression::markable_14::Polarity=positive|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|mood=ind|EmoExpression::markable_14::Intensity=strong|Sentiment::markable_11::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_14::Uncertain=false|EmoExpression::markable_14::EmoExpression=True case=nom|Target::markable_12::Target=True|num=sg|Target::markable_12::Anaphref=empty|gender=neut|Sentiment::markable_11::Sentiment=True|Target::markable_12::Preferred=true case=nom|gender=neut|Target::markable_12::Target=True|num=sg|Sentiment::markable_11::Sentiment=True EmoExpression::markable_9::Uncertain=false|EmoExpression::markable_9::Polarity=positive|EmoExpression::markable_9::Sarcasm=false|EmoExpression::markable_9::Intensity=medium|EmoExpression::markable_9::EmoExpression=True|Sentiment::markable_11::Sentiment=True|EmoExpression::markable_9::SubjectiveFact=false
327053137741504512	positive	Die sekundärliteratur hat nicht das was ich brauche :-) :-) :-)	die Sekundärliteratur haben nicht die was ich brauchen :-) :-) :-)	ART NN VAFIN PTKNEG PDS PRELS PPER VVFIN $( $( $(	2/NK 3/SB 0/-- 8/NG 8/OA 8/OA 8/SB 3/OC 8/-- 9/-- 10/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_15::Polarity=positive|EmoExpression::markable_15::Intensity=strong|EmoExpression::markable_15::EmoExpression=True|EmoExpression::markable_15::SubjectiveFact=false|EmoExpression::markable_15::Sarcasm=false|EmoExpression::markable_15::Uncertain=false EmoExpression::markable_15::EmoExpression=True EmoExpression::markable_15::EmoExpression=True
326975724919615488	positive	irgendwie ziehts mich heute zu anderen Frauen :) http://t.co/RmlOMfpI4u	irgendwie ziehts ich heute zu andere Frau :) http://t.co/RmlOMfpI4u	ADV VVFIN PRF ADV APPR PIS NN ADJA NN	2/MO 0/-- 2/OA 2/MO 7/MO 5/NK 2/SB 9/NK 2/OA	_ case=gen|*=True|num=sg case=acc|*=True|num=sg|pers=1 _ _ case=dat|gender=masc|num=pl case=nom|gender=fem|num=pl case=nom|EmoExpression::markable_16::EmoExpression=True|gender=fem|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::Intensity=medium|pos=True|EmoExpression::markable_16::Polarity=positive|num=pl|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::SubjectiveFact=false case=nom|gender=fem|num=pl
322573753999581184	positive	@celinua wir haben aber nicht im Klassenraum sondern sind in Gruppen verteilt :)	@celinua wir haben aber nicht in Klassenraum sondern sein in Gruppe verteilen :)	NN PPER VAFIN ADV PTKNEG APPRART NN KON VAFIN APPR NN VVPP ADJD	0/-- 3/SB 1/-- 3/MO 3/NG 3/MO 6/NK 3/CD 8/CJ 12/MO 10/NK 9/OC 12/CVC	case=nom|gender=neut|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=pl _ EmoExpression::markable_17::SubjectiveFact=false|EmoExpression::markable_17::Polarity=positive|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium
328466798636834816	negative	@diablescat nicht wenn man bis 20:00 arbeiten muss :(	@diablescat nicht wenn man bis @card@ arbeiten müssen :(	NN PTKNEG KOUS PIS APPR CARD VVINF VMFIN ADJA	0/-- 8/NG 8/CP 8/SB 7/MO 5/NK 8/OC 1/-- 8/MO	case=nom|gender=masc|num=sg _ _ case=nom|Sentiment::markable_18::Sarcasm=false|num=sg|Sentiment::markable_18::Polarity=negative|Sentiment::markable_18::Intensity=medium|*=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Anaphref=empty|Sentiment::markable_18::Sentiment=True|Target::markable_20::Preferred=true|Target::markable_20::Target=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=negative|Sentiment::markable_18::Sentiment=True
319731939198242817	negative	Ich will jetzt zum hyatt und justin sehen :-( FML	ich wollen jetzt zu hyatt und justin sehen :-( FML	PPER VMFIN ADV APPRART NN KON ADJD VVINF $( NN	2/SB 0/-- 2/MO 8/MO 4/NK 4/CD 6/CJ 2/OC 8/-- 8/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=negative|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium _
