321316308681650176	positive	@Aimar_HH wenn du den Tweet davor liest dann weist du wen ich meine ;-)	@Aimar_HH wenn du die Tweet davor lesen dann weisen du wer ich mein ;-)	NN KOUS PPER ART NN PAV VVFIN ADV VVFIN PPER PWS PPER PPOSAT $(	0/-- 7/CP 7/SB 5/NK 7/OA 5/NK 9/MO 7/MO 1/-- 9/SB 9/OA 9/SB 9/DA 13/--	case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
322245440789688320	positive	sali - sali den hahaha na kay sam ung form :) mehehe . @omgmarvey	sali - Sali die hahaha na Kay sam ung formen :) mehehe . @omgmarvey	NN $( NE ART NN ITJ NE ADJA NN VVIMP ADJA NN $. NN	8/MO 1/-- 8/DA 5/NK 8/OA 7/NK 5/NK 9/NK 10/OA 0/-- 12/NK 10/OA 12/-- 13/--	_ _ case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500178::Polarity=positive|EmoExpression::markable_100500178::Sarcasm=false|num=sg|EmoExpression::markable_100500178::Uncertain=false|EmoExpression::markable_100500178::Intensity=medium|EmoExpression::markable_100500178::SubjectiveFact=false|EmoExpression::markable_100500178::EmoExpression=True _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=fem|pos=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::EmoExpression=True case=acc|gender=fem|num=sg _ _
322455697713414144	positive	@weihnachtshasen Was schaut ihr da an ? Die hochgeklappten Bordsteine ? ;-)	@weihnachtshasen was schauen ihr da an ? die hochgeklappt Bordstein ? ;-)	NN PIS VVFIN PPER ADV PTKVZ $. ART ADJA NN $. $(	0/-- 3/SB 1/-- 3/DA 3/MO 3/SVP 6/-- 10/NK 10/NK 7/-- 10/-- 11/--	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
322702671477886977	positive	@NJOYDE spielt bitte mal von Cimorelli Believe it :-) @Cimorelliband	@NJOYDE spielen bitte mal von Cimorelli Believe it :-) @Cimorelliband	NN VVFIN ADV ADV APPR NE NN FM $( NN	0/-- 1/-- 2/MO 2/MO 2/MO 5/NK 2/OA 2/OA 8/-- 8/CJ	_ pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True _
327129371385143297	negative	RT @Wohnprinz : :-( Kann keine Youtube Videos sehen… .. Videos laden nur den Anfang und dann wars das ...	RT @Wohnprinz : :-( können keine Youtube Video sehen… .. Video laden nur die Anfang und dann wars die ...	NE NN $. $( VMFIN PIAT NN NN ADJA ADJA NN VVFIN ADV ART NN KON ADV NN PDS $.	2/SB 0/-- 2/-- 5/-- 3/-- 7/NK 5/SB 9/OA 10/MO 5/MO 12/SB 10/-- 15/MO 15/NK 12/OA 15/CD 18/MO 16/CJ 12/OA 19/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_5::Polarity=negative|Sentiment::markable_5::Sarcasm=false|Sentiment::markable_5::Intensity=medium|EmoExpression::markable_6::SubjectiveFact=false|Sentiment::markable_5::Sentiment=True|EmoExpression::markable_6::Sarcasm=false|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::EmoExpression=True|EmoExpression::markable_6::Polarity=negative mood=ind|Target::markable_7::Preferred=true|Sentiment::markable_5::Sentiment=True|pers=3|num=sg|tense=pres|Target::markable_7::Target=True|Target::markable_7::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_7::Target=True|Sentiment::markable_5::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|pos=True case=nom|Target::markable_8::Target=True|num=pl|Target::markable_8::Anaphref=empty|gender=neut|Sentiment::markable_5::Sentiment=True|Target::markable_8::Preferred=true pers=3|Target::markable_8::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True pers=3|Target::markable_8::Target=True|num=sg|tense=past|mood=ind|Sentiment::markable_5::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True Sentiment::markable_5::Sentiment=True
326951251810058240	positive	@SonnykissJay mal schauen , aber ich tendiere doch eher zu Mars laut spielen :)	@SonnykissJay mal schauen , aber ich tendieren doch eher zu Mars laut spielen :)	NN ADV VVINF $, KON PPER VVFIN ADV ADV APPR NN ADJD VVFIN ADJA	0/-- 3/MO 1/-- 3/-- 3/CD 7/SB 5/CJ 7/MO 7/MO 7/MO 10/NK 13/MO 7/CJ 13/SB	_ _ pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|Sentiment::markable_9::Intensity=medium|*=True|Source::markable_10::Source=True|pers=1|num=sg|Sentiment::markable_9::Sentiment=True|Sentiment::markable_9::Sarcasm=false|Source::markable_10::Anaphref=empty|Sentiment::markable_9::Polarity=positive EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|mood=ind|EmoExpression::markable_11::EmoExpression=True|pers=1|EmoExpression::markable_11::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_11::Polarity=positive|Sentiment::markable_9::Sentiment=True|EmoExpression::markable_11::Uncertain=false Sentiment::markable_9::Sentiment=True Sentiment::markable_9::Sentiment=True EmoExpression::markable_11::EmoExpression=True|Sentiment::markable_9::Sentiment=True case=dat|Target::markable_12::Target=True|num=pl|Target::markable_12::Anaphref=empty|Sentiment::markable_9::Sentiment=True|gender=neut|Target::markable_12::Preferred=true Target::markable_12::Target=True|pos=True|Sentiment::markable_9::Sentiment=True pers=3|Target::markable_12::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_9::Sentiment=True case=acc|EmoExpression::markable_13::EmoExpression=True|gender=masc|Sentiment::markable_9::Sentiment=True|pos=True|num=sg|EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false
328165984391278592	positive	RT @______Whatever : @_Verzaubert_ grüne Augen :-) lass die Brille auf haha .	RT @______Whatever : @_Verzaubert_ grün Auge :-) laß die Brille auf haha .	NE NN $. ADJA ADJA NN $( ADJD ART NN APPR NE $.	2/SB 0/-- 2/-- 3/-- 6/NK 4/-- 6/-- 10/MO 10/NK 6/PAR 10/MNR 11/NK 12/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_14::Sentiment=True|num=sg|Sentiment::markable_14::Polarity=positive|*=True|Sentiment::markable_14::Sarcasm=false|Sentiment::markable_14::Intensity=medium Sentiment::markable_14::Sentiment=True EmoExpression::markable_15::Polarity=positive|Sentiment::markable_14::Sentiment=True|EmoExpression::markable_15::Intensity=medium|EmoExpression::markable_15::EmoExpression=True|EmoExpression::markable_15::SubjectiveFact=false|EmoExpression::markable_15::Sarcasm=false|EmoExpression::markable_15::Uncertain=false case=nom|Sentiment::markable_14::Sentiment=True|Target::markable_16::Target=True|gender=fem|Target::markable_16::Anaphref=empty|pos=True|num=pl|Target::markable_16::Preferred=true case=nom|gender=fem|Sentiment::markable_14::Sentiment=True|num=pl|Target::markable_16::Target=True EmoExpression::markable_17::SubjectiveFact=false|Sentiment::markable_14::Sentiment=True|EmoExpression::markable_17::Polarity=positive|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium Sentiment::markable_14::Sentiment=True case=acc|gender=masc|Sentiment::markable_14::Sentiment=True|num=pl case=acc|gender=masc|Sentiment::markable_14::Sentiment=True|num=pl Sentiment::markable_14::Sentiment=True case=acc|Sentiment::markable_14::Sentiment=True|EmoExpression::markable_100500179::Uncertain=false|EmoExpression::markable_100500179::Intensity=medium|EmoExpression::markable_100500179::SubjectiveFact=false|gender=neut|EmoExpression::markable_100500179::EmoExpression=True|num=sg|EmoExpression::markable_100500179::Sarcasm=false|EmoExpression::markable_100500179::Polarity=positive Sentiment::markable_14::Sentiment=True
328438927369314304	positive	@DeleanorrieLuv wo sie sih vor dem eifelturm küssen ? *-*	@DeleanorrieLuv wo sie sih vor die Eifelturm küssen ? *-*	NN PWAV PPER NE APPR ART NN VVINF $. XY	0/-- 8/MO 8/SB 8/OA 8/MO 7/NK 5/NK 1/-- 8/-- 9/--	case=nom|gender=masc|num=sg _ case=nom|*=True|num=pl|pers=3 case=gen|*=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_100500180::EmoExpression=True|EmoExpression::markable_100500180::Uncertain=false|EmoExpression::markable_100500180::Intensity=medium|EmoExpression::markable_100500180::SubjectiveFact=false|EmoExpression::markable_100500180::Sarcasm=false|EmoExpression::markable_100500180::Polarity=positive _ EmoExpression::markable_100500181::Intensity=medium|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_100500181::Polarity=positive|EmoExpression::markable_18::Intensity=medium|EmoExpression::markable_100500181::Sarcasm=false|EmoExpression::markable_100500181::Uncertain=false|EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_100500181::SubjectiveFact=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_100500181::EmoExpression=True
327088475000168450	positive	Noch mehr Indie geht nicht . Eine Fläche und Rechtecke :) #ThomasWasAlone http://t.co/Kx4YuZweTG	noch mehr Indie gehen nicht . eine Fläche und Rechteck :) #ThomasWasAlone http://t.co/Kx4YuZweTG	ADV PIAT NN VVFIN PTKNEG $. ART NN KON NN ADJA NN NE	2/MO 3/NK 4/SB 0/-- 4/NG 5/-- 8/NK 6/-- 8/CD 9/CJ 12/NK 8/APP 12/NK	_ *=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_19::Uncertain=false|gender=fem|EmoExpression::markable_19::Sarcasm=false|pos=True|EmoExpression::markable_19::EmoExpression=True|num=sg|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
328268151030685696	positive	geh schlafen :) &amp; vergesst morgen unser Treffen nicht xD 15:00 ! :) auf http://t.co/FFklAJsVj4 Nacht :)	gehen schlafen :) &amp; vergessen morgen unser Treffen nicht xD @card@ ! :) auf http://t.co/FFklAJsVj4 Nacht :)	VVIMP VVFIN NN $( VVFIN ADV PPOSAT NN PTKNEG ADJD CARD $. NN APPR CARD NN ADJD	3/PNC 3/NK 5/SB 3/-- 0/-- 5/MO 8/NK 5/OA 5/NG 5/MO 5/MO 11/-- 12/-- 17/MO 16/NK 14/NK 13/PD	_ _ EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|pos=True|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Sarcasm=false _ _ case=nom|EmoExpression::markable_100500182::Intensity=medium|EmoExpression::markable_100500182::Sarcasm=false|gender=masc|EmoExpression::markable_100500182::Polarity=positive|num=sg|EmoExpression::markable_100500182::SubjectiveFact=false|EmoExpression::markable_100500182::Uncertain=false|EmoExpression::markable_100500182::EmoExpression=True _ _ case=acc|gender=fem|num=sg EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::Uncertain=false|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::Intensity=medium|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=positive
318768057747124225	positive	@manniac also bei uns war / ist heut Sonnenschein und blauer Himmel .. :) http://t.co/ilovLGqERJ	@manniac also bei wir sein / sein heuen Sonnenschein und blau Himmel .. :) http://t.co/ilovLGqERJ	NN ADV APPR PPER VAFIN $( VAFIN VVFIN NN KON ADJA NN ADJA NN NE	0/-- 3/MO 7/MO 3/NK 7/SB 5/-- 1/-- 9/NK 13/MO 9/CD 12/NK 10/CJ 7/PD 13/-- 14/NK	case=nom|gender=masc|num=sg _ Sentiment::markable_24::Intensity=medium|Sentiment::markable_24::Sarcasm=false|Sentiment::markable_24::Polarity=positive|Sentiment::markable_24::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_24::Sentiment=True|pers=1 pers=3|Sentiment::markable_24::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_24::Sentiment=True Target::markable_26::Anaphref=empty|mood=ind|Target::markable_26::Preferred=true|pers=3|Sentiment::markable_24::Sentiment=True|num=sg|tense=pres|Target::markable_26::Target=True Sentiment::markable_24::Sentiment=True|Target::markable_26::Target=True case=dat|gender=masc|num=sg|Target::markable_26::Target=True|Sentiment::markable_24::Sentiment=True Sentiment::markable_24::Sentiment=True|Target::markable_26::Target=True case=dat|Sentiment::markable_24::Sentiment=True|num=sg|gender=fem|Target::markable_26::Target=True|pos=True case=dat|gender=fem|num=sg|Target::markable_26::Target=True|Sentiment::markable_24::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_24::Sentiment=True Sentiment::markable_24::Sentiment=True|EmoExpression::markable_25::Intensity=medium|EmoExpression::markable_25::Polarity=positive|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false|EmoExpression::markable_25::EmoExpression=True _
