323753689904975872	positive	HORIZONT - Realität : Es geht auch ohne %User - ich finde nicht %PosSmiley %Link	Horizont - Realität : es gehen auch ohne %User - ich finden nicht %PosSmiley %Link	NN $( NN $. PPER VVFIN ADV APPR NE $( PPER VVFIN PTKNEG ITJ XY	6/CJ 1/-- 1/CJ 3/-- 6/EP 0/-- 8/MO 6/MO 8/NK 9/-- 12/SB 6/CJ 12/NG 12/DM 14/NK	case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_100500158::Intensity=medium|Sentiment::markable_100500158::Sentiment=True|gender=neut|Sentiment::markable_100500158::Polarity=positive|pers=3|num=sg|Sentiment::markable_100500158::Sarcasm=false mood=ind|Sentiment::markable_100500158::Sentiment=True|EmoExpression::markable_100500162::EmoExpression=True|EmoExpression::markable_100500162::SubjectiveFact=false|pers=3|EmoExpression::markable_100500162::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_100500162::Polarity=positive|EmoExpression::markable_100500162::Uncertain=false|EmoExpression::markable_100500162::Intensity=medium Sentiment::markable_100500158::Sentiment=True Sentiment::markable_100500158::Sentiment=True|Target::markable_100500161::Preferred=true|Target::markable_100500161::Anaphref=empty|Target::markable_100500161::Target=True case=dat|*=True|num=sg|Target::markable_100500161::Target=True|Sentiment::markable_100500158::Sentiment=True Sentiment::markable_100500158::Sentiment=True case=nom|pers=1|num=sg|Source::markable_100500159::Source=True|Sentiment::markable_100500158::Sentiment=True|Source::markable_100500159::Anaphref=empty|*=True pers=1|Sentiment::markable_100500158::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500158::Sentiment=True|Negation::markable_100500163::EmoExpressionRef=empty|Negation::markable_100500163::Negation=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|Sentiment::markable_100500158::Sentiment=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium _
319047717143851009	negative	ich glaub das wird zu viel , sry %NegSmiley	ich glauben die werden zu viele , sry %NegSmiley	PPER VVIMP PDS VAFIN APPR PIS $, NN ITJ	4/SB 4/OC 4/SB 0/-- 8/MO 5/NK 6/-- 4/OC 8/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ *=True _ *=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|*=True|EmoExpression::markable_2::EmoExpression=True
325208704347676672	positive	Ich fahre mit dem Torben - Auto %PosSmiley	ich fahren mit die Torben - Auto %PosSmiley	PPER VVFIN APPR ART NE $( NN ITJ	2/SB 0/-- 2/MO 5/NK 3/NK 5/-- 2/OA 7/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_3::EmoExpression=True|gender=neut|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Intensity=medium|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false
326754871036506112	positive	hier was leckeres zum Lesen %PosSmiley %Link	hier was lecker zu Lese|Lesen %PosSmiley %Link	ADV PIAT ADJA APPRART NN ITJ XY	2/MO 3/MO 0/-- 3/MNR 4/NK 5/NK 0/--	Sentiment::markable_4::Intensity=medium|Sentiment::markable_4::Sentiment=True|Sentiment::markable_4::Polarity=positive|Sentiment::markable_4::Sarcasm=false case=nom|Sentiment::markable_4::Sentiment=True|Target::markable_5::Preferred=true|num=sg|Target::markable_5::Anaphref=empty|Target::markable_5::Target=True|gender=neut case=nom|Sentiment::markable_4::Sentiment=True|gender=neut|EmoExpression::markable_6::SubjectiveFact=false|pos=True|EmoExpression::markable_6::Sarcasm=false|num=sg|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::EmoExpression=True|EmoExpression::markable_6::Polarity=positive case=dat|gender=neut|num=sg|Sentiment::markable_4::Sentiment=True|Target::markable_5::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_4::Sentiment=True|Target::markable_5::Target=True Sentiment::markable_4::Sentiment=True|EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|EmoExpression::markable_7::Intensity=medium|EmoExpression::markable_7::SubjectiveFact=false|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive _
319843921268203520	positive	%User jetzt habe ich ihn gefunden dann lass ihn doch tweeten %PosSmiley	%User jetzt haben ich er finden dann laß er doch tweeten %PosSmiley	NE ADV VAFIN PPER PPER VVPP ADV ADJD PPER ADV NN ITJ	3/SB 1/MO 0/-- 3/SB 6/OA 3/OC 8/MO 6/MO 8/CC 9/MO 6/SB 6/NK	case=nom|*=True|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg|pers=3 _ _ _ case=acc|gender=masc|num=sg|pers=3 _ pers=3|num=pl|tense=past|mood=ind EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::Sarcasm=false|EmoExpression::markable_8::EmoExpression=True|EmoExpression::markable_8::Uncertain=false
324149402119860224	positive	Gerade das Samsung Galaxy S4 in den Händen gehabt %PosSmiley üff rennt das Teil %PosSmiley	gerade die Samsung Galaxy S4 in die Hand haben %PosSmiley üff rennen die Teil %PosSmiley	ADV ART NE NN CARD APPR ART NN VAPP ITJ ADJD VVFIN ART NN ITJ	9/MO 5/OA 5/PNC 5/PNC 9/MO 9/MO 8/NK 6/NK 12/CJ 11/DM 12/MO 0/-- 14/NK 12/SB 14/NK	_ case=nom|num=sg|Target::markable_13::Anaphref=markable_12|Target::markable_13::Preferred=true|gender=neut|Target::markable_13::Target=True *=True|Target::markable_13::Target=True *=True|Target::markable_13::Target=True case=nom|*=True|num=sg|Target::markable_13::Target=True _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ EmoExpression::markable_10::Uncertain=false|EmoExpression::markable_10::Polarity=positive|EmoExpression::markable_10::Sarcasm=false|EmoExpression::markable_10::Intensity=medium|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::SubjectiveFact=false Sentiment::markable_11::Polarity=positive|Sentiment::markable_11::Sentiment=True|pos=True|Sentiment::markable_11::Sarcasm=false|Sentiment::markable_11::Intensity=medium EmoExpression::markable_14::Polarity=positive|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|mood=ind|EmoExpression::markable_14::Intensity=strong|Sentiment::markable_11::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_14::Uncertain=false|EmoExpression::markable_14::EmoExpression=True case=nom|Target::markable_12::Target=True|num=sg|Target::markable_12::Anaphref=empty|gender=neut|Sentiment::markable_11::Sentiment=True|Target::markable_12::Preferred=true case=nom|gender=neut|Target::markable_12::Target=True|num=sg|Sentiment::markable_11::Sentiment=True EmoExpression::markable_9::Uncertain=false|EmoExpression::markable_9::Polarity=positive|EmoExpression::markable_9::Sarcasm=false|EmoExpression::markable_9::Intensity=medium|EmoExpression::markable_9::EmoExpression=True|Sentiment::markable_11::Sentiment=True|EmoExpression::markable_9::SubjectiveFact=false
327053137741504512	positive	Die sekundärliteratur hat nicht das was ich brauche %PosSmiley %PosSmiley %PosSmiley	die Sekundärliteratur haben nicht die was ich brauchen %PosSmiley %PosSmiley %PosSmiley	ART NN VAFIN PTKNEG PDS PRELS PPER VVFIN ITJ ITJ ITJ	2/NK 3/SB 0/-- 5/NG 3/SB 8/OA 8/SB 3/OC 11/NK 11/NK 8/DM	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_15::Polarity=positive|EmoExpression::markable_15::Intensity=strong|EmoExpression::markable_15::EmoExpression=True|EmoExpression::markable_15::SubjectiveFact=false|EmoExpression::markable_15::Sarcasm=false|EmoExpression::markable_15::Uncertain=false EmoExpression::markable_15::EmoExpression=True EmoExpression::markable_15::EmoExpression=True
326975724919615488	positive	irgendwie zieht es mich heute zu anderen Frauen %PosSmiley %Link	irgendwie zeihen|ziehen es ich heute zu andere Frau %PosSmiley %Link	ADV VVFIN PPER PRF ADV APPR PIS NN ITJ XY	2/MO 0/-- 2/SB 2/OA 2/MO 8/MO 6/NK 2/SB 2/DM 9/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|*=True|num=sg|pers=1 _ _ case=dat|gender=masc|num=pl case=nom|gender=fem|num=pl EmoExpression::markable_16::EmoExpression=True|gender=fem|EmoExpression::markable_16::Uncertain=false|*=True|EmoExpression::markable_16::Intensity=medium|EmoExpression::markable_16::Polarity=positive|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::SubjectiveFact=false case=nom|gender=fem|num=sg
322573753999581184	positive	wir haben aber nicht im Klassenraum sondern sind in Gruppen verteilt %PosSmiley	wir haben aber nicht in Klassenraum sondern sein in Gruppe verteilen %PosSmiley	PPER VAFIN ADV PTKNEG APPRART NN KON VAFIN APPR NN VVPP ITJ	2/SB 0/-- 2/MO 2/NG 2/MO 5/NK 2/CD 7/CJ 11/MO 9/NK 8/OC 11/NK	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=pl _ EmoExpression::markable_17::SubjectiveFact=false|EmoExpression::markable_17::Polarity=positive|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium
328466798636834816	negative	%User nicht wenn man bis 20:00 arbeiten muss %NegSmiley	%User nicht wenn man bis @card@ arbeiten müssen %NegSmiley	NE PTKNEG KOUS PIS APPR CARD VVINF VMFIN ITJ	8/SB 8/NG 8/CP 8/SB 7/MO 5/NK 8/OC 0/-- 8/DM	case=nom|*=True|num=sg _ _ case=nom|Sentiment::markable_18::Sarcasm=false|num=sg|Sentiment::markable_18::Polarity=negative|Sentiment::markable_18::Intensity=medium|*=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Anaphref=empty|Sentiment::markable_18::Sentiment=True|Target::markable_20::Preferred=true|Target::markable_20::Target=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=negative|Sentiment::markable_18::Sentiment=True
319731939198242817	negative	Ich will jetzt zum hyatt und justin sehen %NegSmiley FML	ich wollen jetzt zu hyatt und Justin sehen %NegSmiley FML	PPER VMFIN ADV APPRART NN KON NE VVFIN ITJ NN	2/SB 0/-- 2/MO 8/MO 4/NK 5/CD 6/CJ 2/OC 10/NK 8/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=negative|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium *=True
