381454356932861952	negative	so wird das nichts mit meiner Stimme für die Piraten %PosSmiley	so werden die nichts mit mein Stimme für die Pirat %PosSmiley	ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN ITJ	2/MO 0/-- 2/SB 11/NK 4/MNR 7/NK 5/NK 7/MNR 10/NK 8/NK 2/NK	Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
384725173254905856	mixed	das ist doch ein Tippfehler . Eig. müsste es heissen : Mehr Geld für alle ! ironieOff %PosSmiley	die sein doch eine Tippfehler . Eig. müssen es heißen : mehr Geld für alle ! ironieOff %PosSmiley	PDS VAFIN ADV ART NN $. NN VMFIN PPER VVINF $. PIAT NN APPR PIS $. ADJA ITJ	2/SB 0/-- 2/MO 5/NK 2/PD 5/-- 10/MO 0/-- 8/EP 8/OC 10/-- 13/NK 10/OC 13/MNR 14/NK 15/-- 0/-- 17/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500483::Polarity=negative|EmoExpression::markable_100500483::Intensity=weak|gender=masc|EmoExpression::markable_100500483::SubjectiveFact=false|EmoExpression::markable_100500483::EmoExpression=True|EmoExpression::markable_100500483::Uncertain=false|num=sg|EmoExpression::markable_100500483::Sarcasm=false _ _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=neut|num=sg|pers=3 _ _ *=True case=acc|gender=neut|num=sg _ case=acc|*=True|num=pl _ _ EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
378888893443375104	positive	Meine Tochter ist 5 und hat Piraten angekreuzt . Schon alleine wegen des Namens %PosSmiley	mein Tochter sein 5 und haben Pirat ankreuzen . schon alleine wegen die Name %PosSmiley	PPOSAT NN VAFIN CARD KON VAFIN NN VVPP $. ADV ADV APPR ART NN ITJ	2/NK 3/SB 0/-- 3/MO 3/CD 5/CJ 8/OA 6/OC 8/-- 11/MO 12/MO 0/-- 14/NK 12/NK 14/NK	case=nom|Source::markable_290::Source=True|Source::markable_290::Anaphref=empty|Source::markable_293::Anaphref=empty|gender=fem|Sentiment::markable_290::Sentiment=True|Sentiment::markable_290::Sarcasm=false|num=sg|Source::markable_293::Source=True|Sentiment::markable_290::Polarity=positive|Sentiment::markable_290::Intensity=medium case=nom|num=sg|Source::markable_293::Source=True|gender=fem|Source::markable_290::Source=True|Sentiment::markable_290::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_290::Sentiment=True Sentiment::markable_290::Sentiment=True Sentiment::markable_290::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_290::Sentiment=True case=acc|num=pl|Target::markable_292::Anaphref=empty|gender=fem|Sentiment::markable_290::Sentiment=True|Target::markable_292::Preferred=true|Target::markable_292::Target=True Sentiment::markable_290::Sentiment=True Sentiment::markable_290::Sentiment=True Sentiment::markable_293::Sentiment=True|Sentiment::markable_293::Polarity=positive|Sentiment::markable_293::Intensity=medium|Sentiment::markable_293::Sarcasm=false Sentiment::markable_293::Sentiment=True Sentiment::markable_293::Sentiment=True case=gen|Target::markable_294::Preferred=true|num=sg|Target::markable_294::Anaphref=empty|gender=masc|Target::markable_294::Target=True|Sentiment::markable_293::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_293::Sentiment=True|Target::markable_294::Target=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_293::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
379286021516443650	positive	Psst , das ist doch höhere Mathematik . %PosSmiley	Psst , die sein doch hoch Mathematik . %PosSmiley	NN $, PDS VAFIN ADV ADJA NN $. ITJ	3/RE 1/-- 4/SB 0/-- 4/MO 7/NK 4/PD 7/-- 0/NK	Sentiment::markable_4::Sentiment=True|Target::markable_6::Target=True Sentiment::markable_4::Sentiment=True|Target::markable_6::Target=True case=nom|gender=neut|Target::markable_6::Target=True|num=sg|Sentiment::markable_4::Sentiment=True pers=3|Sentiment::markable_4::Sentiment=True|Target::markable_6::Target=True|num=sg|tense=pres|mood=ind Sentiment::markable_4::Sentiment=True|Target::markable_6::Target=True case=acc|Sentiment::markable_4::Sentiment=True|Target::markable_6::Target=True|num=sg|comp=True|gender=fem case=acc|gender=fem|Target::markable_6::Target=True|num=sg|Sentiment::markable_4::Sentiment=True Sentiment::markable_4::Sentiment=True Sentiment::markable_4::Sentiment=True|EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=true|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
373173132783153152	positive	Nächste Woche unterschreiben die Europäischen Piraten das Manifesto zur Gründung der PP - EU %PosSmiley %Link	nah Woche unterschreiben die europäisch Pirat die Manifesto zu Gründung die PP - EU %PosSmiley %Link	ADJA NN VVFIN ART ADJA NN ART NN APPRART NN ART ADJA $( NN ITJ XY	2/NK 3/MO 0/-- 6/NK 6/NK 3/SB 8/NK 3/OA 8/MNR 9/NK 14/NK 14/NK 12/-- 10/AG 14/NK 14/NK	case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|EmoExpression::markable_7::Intensity=medium|EmoExpression::markable_7::SubjectiveFact=false|gender=fem|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive|num=sg case=gen|gender=fem|num=sg
372721805464571904	positive	ja , hier auch so %PosSmiley Die CSU abgeschlagen hinter der CDU ... %PosSmiley	ja , hier auch so %PosSmiley die CSU abschlagen hinter die CDU ... %PosSmiley	ADV $, ADV ADV ADV ITJ ART NE VVPP APPR ART NE $. ITJ	9/MO 1/-- 9/MO 8/MO 8/MO 8/NK 8/NK 9/SB 0/-- 9/MO 12/NK 10/NK 12/-- 12/NK	_ _ _ _ _ _ case=nom|Target::markable_12::Target=True|Sentiment::markable_10::Sentiment=True|gender=fem|Sentiment::markable_10::Intensity=medium|Sentiment::markable_10::Polarity=positive|num=sg|Target::markable_12::Anaphref=empty|Sentiment::markable_10::Sarcasm=false|Target::markable_12::Preferred=true case=nom|gender=fem|Target::markable_12::Target=True|num=sg|Sentiment::markable_10::Sentiment=True EmoExpression::markable_300::SubjectiveFact=false|Target::markable_12::Target=True|EmoExpression::markable_300::Intensity=medium|Sentiment::markable_10::Sentiment=True|EmoExpression::markable_300::Uncertain=false|EmoExpression::markable_300::EmoExpression=True|EmoExpression::markable_300::Sarcasm=false|EmoExpression::markable_300::Polarity=negative Target::markable_12::Target=True|Sentiment::markable_10::Sentiment=True case=dat|gender=fem|Target::markable_12::Target=True|num=sg|Sentiment::markable_10::Sentiment=True case=dat|gender=fem|Target::markable_12::Target=True|num=sg|Sentiment::markable_10::Sentiment=True Sentiment::markable_10::Sentiment=True EmoExpression::markable_11::Intensity=medium|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|EmoExpression::markable_11::Polarity=positive|Sentiment::markable_10::Sentiment=True|EmoExpression::markable_11::EmoExpression=True|EmoExpression::markable_11::Uncertain=false
373239015765336064	mixed	K2 Athena - Nur der linke Fuss knickt um von Phlox : Hallo %PosSmiley Nach etwa zehnjähriger Pause habe ich mir heute ...	K2 Athena - nur die links Fuß knicken um von Phlox : hallo %PosSmiley nach etwa zehnjährig Pause haben ich ich heute ...	NE NE $( ADV ART ADJA NN VVFIN APPR APPR NN $. ITJ ITJ APPR ADV ADJA NN VAFIN PPER PRF ADV $.	2/PNC 0/-- 4/-- 7/MO 7/NK 7/NK 8/SB 0/-- 10/AC 8/MO 10/NK 11/-- 14/NK 19/NK 19/MO 17/MO 18/NK 15/NK 8/CJ 19/SB 22/DA 19/OC 22/--	*=True case=nom|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg EmoExpression::markable_100500513::Uncertain=false|mood=ind|EmoExpression::markable_100500513::SubjectiveFact=false|pers=3|EmoExpression::markable_100500513::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_100500513::Sarcasm=false|EmoExpression::markable_100500513::Polarity=negative|EmoExpression::markable_100500513::Intensity=medium EmoExpression::markable_100500513::EmoExpression=True _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_13::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false _ _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=dat|*=True|num=sg|pers=1 _ _
357579539154599936	negative	Was erwartest du ? Bayern ist die CSU und die CSU ist Bayern %NegSmiley	was erwarten du ? Bayern sein die CSU und die CSU sein Bayer %NegSmiley	PIS VVFIN PPER $. NE VAFIN ART NE KON ART NE VAFIN NN ITJ	2/OA 0/-- 2/SB 3/-- 6/SB 0/-- 8/NK 6/SB 6/CD 11/NK 12/SB 9/CJ 12/PD 13/NK	case=nom|gender=neut|num=sg pers=2|num=sg|tense=pres|mood=ind *=True _ case=nom|Sentiment::markable_14::Sentiment=True|Sentiment::markable_14::Polarity=negative|Target::markable_16::Target=True|gender=neut|Target::markable_16::Anaphref=empty|Sentiment::markable_14::Intensity=medium|num=sg|Target::markable_16::Preferred=true|Sentiment::markable_14::Sarcasm=false pers=3|Sentiment::markable_14::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_16::Target=True case=nom|gender=fem|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True case=nom|gender=fem|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True Sentiment::markable_14::Sentiment=True|Target::markable_16::Target=True case=nom|gender=fem|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True case=nom|gender=fem|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True pers=3|Sentiment::markable_14::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_16::Target=True case=nom|gender=neut|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True EmoExpression::markable_15::Polarity=negative|Sentiment::markable_14::Sentiment=True|EmoExpression::markable_15::Intensity=medium|EmoExpression::markable_15::EmoExpression=True|EmoExpression::markable_15::SubjectiveFact=false|EmoExpression::markable_15::Sarcasm=false|EmoExpression::markable_15::Uncertain=false
371194895031365632	positive	1042 schon da ... direkt vor dem infostand der grünen %PosSmiley s21	@card@ schon da ... direkt vor die Infostand die grün %PosSmiley s21	CARD ADV PTKVZ $. ADJD APPR ART NN ART ADJA ITJ ADJA	0/-- 1/MO 1/MO 3/-- 6/MO 12/MO 8/NK 6/NK 10/NK 8/AG 10/NK 0/--	_ _ _ _ pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_17::SubjectiveFact=false|EmoExpression::markable_17::Polarity=positive|gender=fem|num=sg|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium case=gen|gender=fem|num=sg|pos=True
381364631236644865	positive	CDU hat angefragt , ob man mich zum Ballon basteln buchen kann . Ich kann doch gar keine Lemminge . %PosSmiley piraten	CDU haben anfragen , ob man ich zu Ballon basteln buchen können . ich können doch gar keine Lemminge . %PosSmiley piraten	NE VAFIN VVPP $, KOUS PIS PRF APPRART NN VVINF VVINF VMFIN $. PPER VMFIN ADV ADV PIAT NN $. ITJ VVFIN	2/SB 0/-- 2/OC 3/-- 12/CP 12/SB 10/OA 10/MO 8/NK 11/OC 12/OC 3/OC 12/-- 15/SB 0/-- 15/MO 18/MO 19/NK 15/SB 19/-- 22/DM 0/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|*=True|num=sg case=acc|*=True|num=sg|pers=1 case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_18::Intensity=medium pers=3|num=pl|tense=past|mood=ind
381818542225494017	negative	Das Wahlergebnis riecht nach Vorratsdatenspeicherung btw13 %NegSmiley	die Wahlergebnis riechen nach Vorratsdatenspeicherung btw13 %NegSmiley	ART NN VVFIN APPR NN VVPP ITJ	2/NK 3/SB 0/-- 6/MO 4/NK 3/MO 6/NK	case=nom|Target::markable_21::Target=True|Target::markable_21::Anaphref=empty|gender=neut|Sentiment::markable_20::Intensity=medium|num=sg|Sentiment::markable_20::Sentiment=True|Sentiment::markable_20::Sarcasm=false|Sentiment::markable_20::Polarity=negative|Target::markable_21::Preferred=true case=nom|gender=neut|num=sg|Target::markable_21::Target=True|Sentiment::markable_20::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_21::Target=True|Sentiment::markable_20::Sentiment=True Target::markable_21::Target=True|Sentiment::markable_20::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_21::Target=True|Sentiment::markable_20::Sentiment=True Sentiment::markable_20::Sentiment=True EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|Sentiment::markable_20::Sentiment=True|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=negative
