311907658150072322	negative	So und nun Papst bis zum Abwinken , ich mach mal Twitter und Fernsehen aus %PosSmiley	so und nun Papst bis zu Abwinken , ich machen mal Twitter und Fernsehen aus %PosSmiley	ADV KON ADV NN KON APPRART NN $, PPER VVIMP ADV NN KON NN PTKVZ ITJ	10/MO 1/CD 4/MO 2/CJ 2/CD 5/CJ 6/NK 7/-- 11/SB 0/-- 10/MO 10/OA 12/CD 13/CJ 10/SVP 15/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=pl _ EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
311948937328222208	positive	Man könnte den Eindruck bekommen , Til Schweiger ist jetzt Papst ... %PosSmiley	man können die Eindruck bekommen , Til Schweiger sein jetzt Papst ... %PosSmiley	PIS VMFIN ART NN VVINF $, NE NN VAFIN ADV NN $. ITJ	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 8/PNC 9/SB 2/CJ 9/MO 9/PD 11/-- 11/NK	case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=subj case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True
311835939909541888	negative	Ich bin ja nur Papst geworden weil ich damals beim Konklave " Reise nach Jerusalem " verloren habe . %NegSmiley	ich sein ja nur Papst werden weil ich damals bei Konklave " Reise nach Jerusalem " verlieren haben . %NegSmiley	PPER VAFIN ADV ADV NN VAPP KOUS PPER ADV APPRART NN $( NN APPR NE $( VVPP VAFIN $. ITJ	2/SB 0/-- 6/MO 6/MO 6/PD 2/OC 18/CP 18/SB 17/MO 17/MO 10/NK 11/-- 11/NK 13/MNR 14/NK 15/-- 18/OC 6/MO 18/-- 19/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg _ _ case=nom|*=True|num=sg|pers=1 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=subj _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=negative
311911823802789889	positive	keine Ahnung ... ich gucke ja nicht . %PosSmiley Papst Wei	keine Ahnung ... ich gucken ja nicht . %PosSmiley Papst Wei	PIAT NN $. PPER VVFIN ADV PTKNEG $. ITJ NN NE	2/NK 0/-- 2/-- 5/SB 3/-- 5/MO 5/NG 7/-- 10/NK 8/-- 10/NK	case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|EmoExpression::markable_6::SubjectiveFact=false|EmoExpression::markable_6::Sarcasm=false|num=sg|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::EmoExpression=True|EmoExpression::markable_6::Polarity=positive case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311918156706889729	negative	Auweia ! Jetzt sind die Brasilianer aber angepisst %NegSmiley papst	Auweia ! jetzt sein die Brasilianer aber anpissen %NegSmiley Papst	NN $. ADV VAFIN ART NN ADV VVPP ITJ NN	0/-- 1/-- 8/MO 2/-- 6/NK 4/SB 8/MO 4/OC 10/NK 8/OA	case=nom|Sentiment::markable_7::Intensity=medium|EmoExpression::markable_10::Intensity=medium|gender=fem|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::Uncertain=false|Sentiment::markable_7::Polarity=negative|num=sg|EmoExpression::markable_10::Polarity=negative|Sentiment::markable_7::Sentiment=True|Sentiment::markable_7::Sarcasm=false|EmoExpression::markable_10::SubjectiveFact=false|EmoExpression::markable_10::Sarcasm=false Sentiment::markable_7::Sentiment=True Sentiment::markable_7::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_7::Sentiment=True case=nom|Target::markable_8::Target=True|num=pl|Sentiment::markable_7::Sentiment=True|Target::markable_8::Anaphref=empty|gender=masc|Target::markable_8::Preferred=true case=nom|gender=masc|num=pl|Target::markable_8::Target=True|Sentiment::markable_7::Sentiment=True Sentiment::markable_7::Sentiment=True EmoExpression::markable_9::Uncertain=false|EmoExpression::markable_9::Polarity=negative|EmoExpression::markable_9::Sarcasm=false|Sentiment::markable_7::Sentiment=True|EmoExpression::markable_9::Intensity=medium|EmoExpression::markable_9::SubjectiveFact=false|EmoExpression::markable_9::EmoExpression=True EmoExpression::markable_100500192::SubjectiveFact=false|*=True|EmoExpression::markable_100500192::Uncertain=false|EmoExpression::markable_100500192::Intensity=medium|Sentiment::markable_7::Sentiment=True|EmoExpression::markable_100500192::Polarity=negative|EmoExpression::markable_100500192::EmoExpression=True|EmoExpression::markable_100500192::Sarcasm=false *=True
311923777149751297	positive	aber hallo und der Papst sitzt in der ersten Reihe %PosSmiley %PosSmiley	aber hallo und die Papst sitzen in die erst Reihe %PosSmiley %PosSmiley	KON ITJ KON ART NN VVFIN APPR ART ADJA NN ITJ ITJ	6/JU 6/DM 6/CD 5/NK 6/SB 0/-- 6/MO 10/NK 10/NK 7/NK 12/NK 10/NK	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg EmoExpression::markable_11::Intensity=medium|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|EmoExpression::markable_11::Polarity=positive|EmoExpression::markable_11::Uncertain=false|EmoExpression::markable_11::EmoExpression=True|*=True EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|*=True|EmoExpression::markable_12::EmoExpression=True
311830847240171520	positive	Treffen sich zwei Päpste ... Oh , ab demnächst ist das ja gar nicht mehr so unwahrscheinlich %PosSmiley Papst	Treffen sich zwei Papst ... oh , ab demnächst sein die ja gar nicht mehr so unwahrscheinlich %PosSmiley Papst	NN PRF CARD NN $. ITJ $, ADV ADV VAFIN PDS ADV ADV PTKNEG ADV ADV ADJD ITJ NN	0/-- 1/OA 4/NK 1/SB 4/-- 10/NK 6/-- 9/MO 10/MO 5/-- 10/SB 10/MO 14/MO 10/NG 14/MO 17/MO 10/PD 19/NK 10/PD	case=nom|gender=neut|num=sg case=acc|pers=3|num=sg _ case=nom|gender=masc|num=pl _ _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ _ _ _ pos=True case=nom|EmoExpression::markable_13::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false case=nom|gender=masc|num=sg
311918748091170816	positive	Das war noch nicht der Papst %PosSmiley	die sein noch nicht die Papst %PosSmiley	PDS VAFIN ADV PTKNEG ART NN ITJ	2/SB 0/-- 4/MO 2/NG 6/NK 2/PD 6/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_14::Polarity=positive|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|EmoExpression::markable_14::Uncertain=false|EmoExpression::markable_14::Intensity=medium|EmoExpression::markable_14::EmoExpression=True
311916502221737985	positive	' habemus papam ' we have a popa , wir haben einen papst ! %PosSmiley	' habemus papam ' we have a popa , wir haben eine Papst ! %PosSmiley	$( NN NE $( FM NE FM NN $, PPER VAFIN ART NN $. ITJ	2/-- 11/VO 2/UC 3/PNC 2/UC 2/UC 2/UC 2/NK 8/-- 11/SB 0/-- 13/NK 11/OA 13/-- 13/NK	Sentiment::markable_15::Intensity=medium|Sentiment::markable_15::Sarcasm=false|Target::markable_17::Target=True|Target::markable_17::Preferred=true|Sentiment::markable_15::Polarity=positive|Sentiment::markable_15::Sentiment=True|Target::markable_17::Anaphref=empty Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True case=acc|gender=neut|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True case=nom|pers=1|num=pl|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True|*=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True EmoExpression::markable_16::Polarity=positive|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|Sentiment::markable_15::Sentiment=True|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Intensity=medium
311882272737484800	positive	Ich glaub , die Möwe auf dem Schornstein trended gleich %PosSmiley . konklave papst	ich glauben , die Möwe auf die Schornstein trended gleich %PosSmiley . Konklave papst	PPER VVIMP $, ART NN APPR ART NN ADJD PTKVZ ITJ $. NN ADJA	14/SB 1/NK 2/-- 5/NK 14/OA 5/MNR 8/NK 6/NK 14/MO 14/MO 10/NK 10/-- 14/SB 0/--	case=nom|Sentiment::markable_18::Sarcasm=false|Sentiment::markable_18::Intensity=medium|*=True|pers=1|num=sg|Source::markable_19::Anaphref=empty|Sentiment::markable_18::Polarity=positive|Sentiment::markable_18::Sentiment=True|Source::markable_19::Source=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True case=acc|Target::markable_20::Target=True|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Anaphref=empty|gender=fem|Target::markable_20::Preferred=true case=acc|gender=fem|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True Target::markable_20::Target=True|pos=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True|EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium _ case=nom|gender=neut|num=pl _
311918277322473472	positive	Naja so wirklich jünger is er halt nicht , aber naja .. Jetzt wisse mal des auch %PosSmiley Papst	Naja so wirklich jung is er halt nicht , aber naja .. jetzt wissen mal die auch %PosSmiley Papst	NE ADV ADJD ADJD NE PPER ADV PTKNEG $, KON NE NN ADV VVFIN ADV ART ADV ITJ NN	0/-- 4/MO 4/MO 5/NK 1/CC 5/SB 1/MO 1/NG 8/-- 1/CD 12/PNC 10/CJ 14/MO 12/-- 14/MO 19/NK 19/MO 19/NK 14/SB	_ _ pos=True comp=True _ case=nom|gender=masc|num=sg|pers=3 _ _ _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ case=gen|gender=masc|num=sg _ case=nom|EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_22::EmoExpression=True|num=sg|EmoExpression::markable_22::SubjectiveFact=false|EmoExpression::markable_22::Polarity=positive case=nom|gender=masc|num=sg
