383896704765792256	mixed	Ich habe schon mindestens seit einer Stunde keinen Empfang eurer Sender ! ( DVB - T Bremen ) Ich will Family Guy sehen . %NegSmiley	ich haben schon mindestens seit eine Stunde keine Empfang euer Sender ! ( DVB - T Bremen ) ich wollen Family Guy sehen . %NegSmiley	PPER VAFIN ADV ADV APPR ART NN PIAT NN PPOSAT NN $. $( NE $( NN NE $( PPER VMFIN FM NE VVINF $. ITJ	2/SB 0/-- 5/MO 5/MO 2/MO 7/NK 5/NK 9/NK 2/OA 11/NK 9/APP 11/-- 14/-- 20/MO 14/-- 17/PNC 14/CJ 17/-- 20/SB 0/-- 22/PNC 23/OA 20/OC 23/-- 0/NK	case=nom|Source::markable_2::Source=True|Sentiment::markable_100500220::Sarcasm=false|Target::markable_3::Anaphref=empty|Sentiment::markable_100500220::Polarity=negative|Sentiment::markable_100500220::Intensity=medium|*=True|Target::markable_3::Preferred=true|pers=1|Sentiment::markable_100500220::Sentiment=True|num=sg|Target::markable_3::Target=True|Source::markable_2::Anaphref=empty pers=1|Sentiment::markable_100500220::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True Sentiment::markable_100500220::Sentiment=True|Target::markable_3::Target=True Sentiment::markable_100500220::Sentiment=True|Target::markable_3::Target=True Sentiment::markable_100500220::Sentiment=True|Target::markable_3::Target=True case=dat|gender=fem|Sentiment::markable_100500220::Sentiment=True|num=sg|Target::markable_3::Target=True case=dat|gender=fem|Sentiment::markable_100500220::Sentiment=True|num=sg|Target::markable_3::Target=True case=acc|gender=masc|Sentiment::markable_100500220::Sentiment=True|num=sg|Target::markable_3::Target=True case=acc|gender=masc|Sentiment::markable_100500220::Sentiment=True|num=sg|Target::markable_3::Target=True case=nom|Sentiment::markable_100500220::Sentiment=True|num=sg|Target::markable_3::Target=True|gender=masc|pos=True case=nom|gender=masc|Sentiment::markable_100500220::Sentiment=True|num=sg|Target::markable_3::Target=True Sentiment::markable_100500220::Sentiment=True _ _ _ *=True case=nom|gender=neut|num=sg _ case=nom|Source::markable_100500222::Source=True|*=True|Sentiment::markable_100500221::Sentiment=True|pers=1|num=sg|Sentiment::markable_100500221::Polarity=positive|Source::markable_100500222::Anaphref=empty|Sentiment::markable_100500221::Intensity=medium|Sentiment::markable_100500221::Sarcasm=false EmoExpression::markable_100500223::Sarcasm=false|EmoExpression::markable_100500223::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500223::Polarity=positive|EmoExpression::markable_100500223::EmoExpression=True|Sentiment::markable_100500221::Sentiment=True|pers=1|num=sg|tense=pres|EmoExpression::markable_100500223::Uncertain=false|EmoExpression::markable_100500223::Intensity=medium Target::markable_100500224::Preferred=true|Target::markable_100500224::Target=True|*=True|Sentiment::markable_100500221::Sentiment=True|Target::markable_100500224::Anaphref=empty case=nom|*=True|num=sg|Sentiment::markable_100500221::Sentiment=True|Target::markable_100500224::Target=True Sentiment::markable_100500221::Sentiment=True Sentiment::markable_100500221::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_100500221::Sentiment=True|EmoExpression::markable_4::Polarity=negative|EmoExpression::markable_4::EmoExpression=True
364343568611016704	positive	Dann müssten CDU CSU SPD es ihnen aber auch gleich tun bei ihren Wählern %PosSmiley	dann müssen CDU CSU SPD es sie aber auch gleich tun bei ihr Wähler %PosSmiley	ADV VMFIN NE NE NE PPER PPER ADV ADV ADJD VVFIN APPR PPOSAT NN ITJ	2/MO 0/-- 4/PNC 5/NK 2/SB 10/OA 10/DA 2/MO 2/MO 11/MO 2/OC 11/MO 14/NK 12/NK 11/DM	_ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg|pers=3 case=dat|gender=masc|num=pl|pers=3 _ _ pos=True _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
368834491176873984	positive	wie immer SPD ohne benimm . Das würde die CDU nie mit SPD Plakaten machen %PosSmiley	wie immer SPD ohne benehmen . die werden die CDU nie mit SPD Plakat machen %PosSmiley	KOKOM ADV NE APPR VVIMP $. PDS VAFIN ART NE ADV APPR NE NN VVINF ITJ	2/CM 3/NK 0/-- 3/MO 4/MO 5/-- 8/SB 0/-- 10/NK 8/SB 15/MO 15/MO 12/NK 15/OA 8/OC 7/NK	_ _ case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=neut|num=pl _ EmoExpression::markable_6::Sarcasm=false|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::SubjectiveFact=false|EmoExpression::markable_6::Polarity=positive|EmoExpression::markable_6::EmoExpression=True
382233086903074817	positive	Wer oder was ist Gysy ? Da muss die SPD noch etwas üben , bevor es zu Rot - Rot - Grün kommt %PosSmiley .	wer oder was sein Gysy ? da müssen die SPD noch etwas üben , bevor es zu Rot - Rot - Grün kommen %PosSmiley .	PWS KON PWS VAFIN ADJD $. ADV VMFIN ART NE ADV PIS VVINF $, KOUS PPER APPR NE $( NE $( NN VVFIN ITJ $.	4/SB 4/JU 4/SB 0/-- 4/PD 5/-- 8/MO 0/-- 10/NK 8/SB 13/MO 13/OA 8/OC 13/-- 23/CP 23/EP 23/MO 17/NK 18/-- 22/PNC 20/-- 18/APP 8/MO 15/NK 23/--	case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ gender=neut|*=True _ _ _ case=nom|gender=neut|num=sg|pers=3 _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|EmoExpression::markable_7::Intensity=medium|EmoExpression::markable_7::SubjectiveFact=false|gender=fem|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive|pers=3|num=sg _
365932164103163904	positive	Piraten Action Openair Theater gibt es nicht nur beim Stanmtisch %PosSmiley %Link	Pirat Action Openair Theater geben es nicht nur bei Stanmtisch %PosSmiley %Link	NN NN NE NN VVFIN PPER PTKNEG ADV APPRART NN ITJ XY	5/OA 3/PNC 4/NK 1/NK 0/-- 5/EP 8/NG 9/MO 5/MO 9/NK 10/NK 10/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::Sarcasm=false|EmoExpression::markable_8::EmoExpression=True|EmoExpression::markable_8::Uncertain=false _
378195654717480960	positive	Das SPD - Gegenstück zu Merkels Raute %PosSmiley via @KarinLeitner : Polit - Fingerzeig v. Peer Steinbrück %Link	die SPD - Gegenstück zu Merkel Raute %PosSmiley via @KarinLeitner : Polit - Fingerzeig von Peer Steinbrück %Link	ART NE $( NN APPR NE NN ITJ APPR NN $. NN $( NN APPR NE NN XY	2/NK 4/PAR 2/-- 0/-- 4/MNR 7/AG 5/NK 9/MO 7/MNR 9/NK 10/-- 0/-- 12/-- 12/CJ 14/MNR 17/PNC 15/NK 17/NK	case=nom|Target::markable_11::Anaphref=empty|Sentiment::markable_9::Intensity=medium|gender=neut|num=sg|Target::markable_11::Preferred=true|Sentiment::markable_9::Sentiment=True|Sentiment::markable_9::Sarcasm=false|Target::markable_11::Target=True|Sentiment::markable_9::Polarity=positive case=nom|gender=neut|num=sg|Sentiment::markable_9::Sentiment=True|Target::markable_11::Target=True Sentiment::markable_9::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_9::Sentiment=True Sentiment::markable_9::Sentiment=True case=gen|*=True|num=sg|Sentiment::markable_9::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_9::Sentiment=True case=nom|EmoExpression::markable_10::Intensity=medium|gender=fem|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::Uncertain=false|num=sg|EmoExpression::markable_10::Polarity=positive|EmoExpression::markable_10::Sarcasm=false|Sentiment::markable_9::Sentiment=True|EmoExpression::markable_10::SubjectiveFact=false _ case=acc|gender=masc|*=True _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
379295646894665728	positive	Passt doch , Grüne reden doch meist nur über das was andere machen sollen , ohne es selbst zu vorzuleben . Typische SUV Fahrer %PosSmiley	passen doch , Grüne reden doch meist nur über die was andere machen sollen , ohne es selbst zu vorleben . typisch SUV Fahrer %PosSmiley	VVFIN ADV $, NN VVINF KON ADV ADV APPR ART PIAT PIS VVINF VMFIN $, KOUI PPER ADV ADV VVIZU $. ADJA NN NN ITJ	0/-- 1/MO 2/-- 5/SB 2/CJ 5/CD 20/MO 20/MO 20/CP 11/NK 9/NK 14/SB 14/OC 11/RC 14/-- 20/CP 20/OA 20/MO 20/MO 6/CJ 20/-- 23/NK 0/-- 23/AG 24/NK	_ _ _ case=nom|Sentiment::markable_100500228::Polarity=positive|Target::markable_100500229::Anaphref=empty|Target::markable_100500229::Preferred=true|Sentiment::markable_100500228::Sentiment=True|*=True|Sentiment::markable_100500228::Intensity=medium|num=pl|Target::markable_100500229::Target=True|Sentiment::markable_100500228::Sarcasm=false pers=3|Sentiment::markable_100500228::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500228::Sentiment=True Sentiment::markable_100500228::Sentiment=True Sentiment::markable_100500228::Sentiment=True Sentiment::markable_100500228::Sentiment=True case=acc|gender=neut|Sentiment::markable_100500228::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_100500228::Sentiment=True|num=sg case=nom|*=True|Sentiment::markable_100500228::Sentiment=True|num=pl Sentiment::markable_100500228::Sentiment=True pers=3|Sentiment::markable_100500228::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500228::Sentiment=True Sentiment::markable_100500228::Sentiment=True case=acc|gender=neut|Sentiment::markable_100500228::Sentiment=True|num=sg|pers=3 Sentiment::markable_100500228::Sentiment=True Sentiment::markable_100500228::Sentiment=True Sentiment::markable_100500228::Sentiment=True Sentiment::markable_100500228::Sentiment=True case=nom|EmoExpression::markable_104010698::Uncertain=false|EmoExpression::markable_104010698::Polarity=negative|EmoExpression::markable_104010698::Sarcasm=false|gender=fem|Sentiment::markable_100500228::Sentiment=True|pos=True|num=pl|EmoExpression::markable_104010698::Intensity=medium|EmoExpression::markable_104010698::SubjectiveFact=false|EmoExpression::markable_104010698::EmoExpression=True case=nom|gender=fem|Sentiment::markable_100500228::Sentiment=True|num=pl case=nom|gender=masc|Sentiment::markable_100500228::Sentiment=True|num=sg case=nom|EmoExpression::markable_13::EmoExpression=True|gender=masc|Sentiment::markable_100500228::Sentiment=True|num=sg|EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false
365931050792267777	positive	Habe heute ein MLPD - Plakat gesehen . Ist das ein Unikat ? %PosSmiley AfD -	haben heute eine MLPD - Plakat sehen . sein die eine Unikat ? %PosSmiley AfD -	VAFIN ADV ART NN $( NN VVPP $. VAFIN PDS ART NN $. ITJ NN $(	0/-- 7/MO 4/NK 7/OA 4/-- 4/CJ 1/OC 7/-- 0/-- 9/SB 12/NK 9/PD 12/-- 12/NK 0/-- 15/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ EmoExpression::markable_17::SubjectiveFact=false|EmoExpression::markable_17::Polarity=positive|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium case=nom|gender=masc|num=sg _
364836029234020352	negative	Die taz ist weniger bürgerlich , als die Zeit . Für mich ist sie die Schnittmenge von Grüne und ( West - ) Linke . Schwerpunkt aber grün	die taz sein weniger bürgerlich , als die Zeit . für ich sein sie die Schnittmenge von Grüne und ( West - ) Linke . Schwerpunkt aber grün	ART NE VAFIN ADV ADJD $, KOUS ART NN $. APPR PPER VAFIN PPER ART NN APPR NN KON $( NN $( $( NN $. NN ADV ADJD	2/NK 3/SB 0/-- 5/MO 3/PD 5/-- 9/CM 9/NK 4/CC 9/-- 13/MO 11/NK 0/-- 13/SB 16/NK 13/PD 16/PG 17/NK 18/CD 19/-- 19/CJ 21/-- 22/-- 18/CJ 24/-- 0/-- 26/MO 26/PD	case=nom|Sentiment::markable_18::Sarcasm=false|Target::markable_19::Target=True|gender=fem|Sentiment::markable_18::Intensity=weak|num=sg|Sentiment::markable_18::Sentiment=True|Sentiment::markable_18::Polarity=comparison|Target::markable_19::Anaphref=empty|Target::markable_19::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_19::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True Diminisher::markable_22::EmoExpressionRef=empty|Diminisher::markable_22::Degree=medium|Sentiment::markable_18::Sentiment=True|Diminisher::markable_22::Diminisher=True EmoExpression::markable_21::EmoExpression=True|pos=True|EmoExpression::markable_21::Intensity=medium|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=negative|EmoExpression::markable_21::Sarcasm=false|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True case=nom|Target::markable_20::Target=True|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Anaphref=empty|gender=fem|Target::markable_20::Preferred=false case=nom|gender=fem|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True _ _ case=acc|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ _ _ _ case=nom|*=True|num=pl _ case=nom|gender=masc|num=sg _ pos=True
349155296138125312	positive	übrigens heisst das die GRÜNEN und wir ... nicht umgekehrt ! %PosSmiley	übrigens heißen die die grün und wir ... nicht umkehren ! %PosSmiley	ADV VVFIN PDS ART ADJA KON PPER $. PTKNEG VVPP $. ITJ	2/MO 0/-- 2/SB 5/NK 2/OA 5/CD 6/CJ 7/-- 10/NG 0/-- 10/-- 10/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True _ case=nom|*=True|num=pl|pers=1 _ _ pos=True _ EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Sarcasm=false
