328109749264596992	positive	Pack den Koffer und komm ' %PosSmiley ( " Bottom Bay , Barbados	Pack die Koffer und kommen ' %PosSmiley ( " Bottom Bay , Barbados	NN ART NN KON VVIMP $( ITJ $( $( NE NE $, NN	0/-- 3/NK 1/OA 1/CD 4/CJ 4/-- 11/NK 7/-- 8/-- 11/PNC 4/CJ 11/-- 1/CJ	case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=2|num=sg|mood=imp _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium _ EmoExpression::markable_100500139::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=gen|*=True|num=sg
322110799839633408	positive	Euer Monitoring wird schon gemeldet haben , dass das moca13 hier gelistet ist : %Link %PosSmiley	euer Monitoring werden schon melden haben , dass die moca13 hier listen sein : %Link %PosSmiley	PPOSAT NN VAFIN ADV VVPP VAFIN $, KOUS PDS VVFIN ADV VVPP VAFIN $. XY ITJ	2/NK 3/SB 0/-- 5/MO 6/OC 3/OC 6/-- 13/CP 13/SB 12/MO 12/MO 13/OC 6/CJ 13/-- 12/OA 15/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500140::Uncertain=false|gender=fem|EmoExpression::markable_100500140::EmoExpression=True|EmoExpression::markable_100500140::Polarity=positive|num=sg|EmoExpression::markable_100500140::Sarcasm=false|EmoExpression::markable_100500140::Intensity=medium|EmoExpression::markable_100500140::SubjectiveFact=false
328228606629269504	negative	das ist nicht die echte Perry %NegSmiley %NegSmiley	die sein nicht die echt Perry %NegSmiley %NegSmiley	PDS VAFIN PTKNEG ART ADJA NE ITJ ITJ	2/SB 0/-- 2/NG 6/NK 6/NK 2/PD 8/NK 6/NK	case=nom|Sentiment::markable_100500141::Sarcasm=false|num=sg|Sentiment::markable_100500141::Sentiment=True|gender=neut|Sentiment::markable_100500141::Polarity=negative|Sentiment::markable_100500141::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500141::Sentiment=True Target::markable_100500143::Target=True|Negation::markable_100500145::Negation=True|Negation::markable_100500145::EmoExpressionRef=emo-expression:markable_100500144|Sentiment::markable_100500141::Sentiment=True|Target::markable_100500143::Anaphref=empty|Target::markable_100500143::Preferred=true case=nom|gender=fem|num=sg|Target::markable_100500143::Target=True|Sentiment::markable_100500141::Sentiment=True case=nom|Target::markable_100500143::Target=True|Sentiment::markable_100500141::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_100500144::SubjectiveFact=false|EmoExpression::markable_100500144::Sarcasm=false|num=sg|EmoExpression::markable_100500144::Polarity=positive|EmoExpression::markable_100500144::EmoExpression=True|EmoExpression::markable_100500144::Uncertain=false|EmoExpression::markable_100500144::Intensity=medium case=nom|gender=fem|num=sg|Target::markable_100500143::Target=True|Sentiment::markable_100500141::Sentiment=True EmoExpression::markable_100500146::Sarcasm=false|EmoExpression::markable_100500146::SubjectiveFact=false|EmoExpression::markable_100500146::EmoExpression=True|EmoExpression::markable_100500146::Uncertain=false|Sentiment::markable_100500141::Sentiment=True|EmoExpression::markable_100500146::Polarity=negative|EmoExpression::markable_100500146::Intensity=medium EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|Sentiment::markable_100500141::Sentiment=True|EmoExpression::markable_3::Polarity=negative|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
322432659643060226	positive	du weisst doch , was ich mache geht immer %PosSmiley %Link	du weißen doch , was ich machen gehen immer %PosSmiley %Link	PPER VVFIN ADV $, PRELS PPER VVFIN VVFIN ADV ITJ XY	2/SB 0/-- 2/MO 3/-- 7/OA 7/SB 2/OC 2/OC 8/MO 8/DM 10/NK	case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ _ case=acc|Sentiment::markable_5::Polarity=positive|Sentiment::markable_5::Sarcasm=false|Sentiment::markable_5::Intensity=medium|gender=neut|Sentiment::markable_5::Sentiment=True|Target::markable_6::Target=True|num=sg|Target::markable_6::Preferred=true|Target::markable_6::Anaphref=empty case=nom|pers=1|Target::markable_6::Target=True|num=sg|Sentiment::markable_5::Sentiment=True|*=True pers=1|Target::markable_6::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True pers=3|Target::markable_6::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True Target::markable_6::Target=True|Sentiment::markable_5::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|Sentiment::markable_5::Sentiment=True|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True pos=True
328160648989130752	positive	erinnere mich mal bitte morgen abend oder frag maralorn %PosSmiley	erinnern ich mal bitte morgen abend oder fragen maralorn %PosSmiley	VVFIN PRF ADV ADV ADV ADV KON VVIMP NN ITJ	0/-- 1/OA 1/MO 1/MO 1/MO 1/MO 6/CD 7/CJ 7/CJ 6/DM	pers=1|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ _ _ _ _ _ _ EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|EmoExpression::markable_7::Intensity=medium|EmoExpression::markable_7::SubjectiveFact=false|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive
328161115659976705	positive	Spark ist heute in drei Ländern unterwegs %PosSmiley Österreich , Deutschland , Luxemburg	Spark sein heute in drei Land unterwegs %PosSmiley Österreich , Deutschland , Luxemburg	NN VAFIN ADV APPR CARD NN ADV ITJ NE $, NE $, NE	2/SB 0/-- 2/MO 2/MO 6/NK 4/NK 9/MO 9/NK 6/APP 9/-- 9/CJ 11/-- 11/CJ	case=nom|Sentiment::markable_9::Intensity=medium|gender=masc|Target::markable_10::Target=True|Target::markable_10::Anaphref=empty|num=sg|Target::markable_10::Preferred=true|Sentiment::markable_9::Sentiment=True|Sentiment::markable_9::Sarcasm=false|Sentiment::markable_9::Polarity=positive pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_9::Sentiment=True|Target::markable_10::Target=True Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True case=dat|gender=neut|num=pl|Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True case=nom|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_8::Polarity=positive|gender=neut|EmoExpression::markable_8::Uncertain=false|Sentiment::markable_9::Sentiment=True|pos=True|EmoExpression::markable_8::SubjectiveFact=false|num=sg|EmoExpression::markable_8::Sarcasm=false|EmoExpression::markable_8::EmoExpression=True case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg
328218602165645312	positive	Jetzt geht es gleich los - Erster von 4. WM Titel Fights - Spannung steigt ... auch bei den Girls . %PosSmiley %Link	jetzt gehen es gleich los - Erste von 4. WM Titel Fights - Spannung steigen ... auch bei die Girls . %PosSmiley %Link	ADV VVFIN PPER ADJD ADJD $( NN APPR ADJA NE NN NN $( NN VVFIN $. ADV APPR ART NN $. ITJ XY	2/MO 0/-- 2/EP 5/MO 2/MO 5/-- 2/MO 7/PG 10/NK 8/NK 7/MNR 11/NK 12/-- 15/SB 7/RC 15/-- 18/MO 0/-- 20/NK 18/NK 20/-- 23/NK 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|EmoExpression::markable_100500230::Sarcasm=false|EmoExpression::markable_100500230::EmoExpression=True|EmoExpression::markable_100500229::Uncertain=false|EmoExpression::markable_100500229::Intensity=medium|EmoExpression::markable_100500230::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500229::SubjectiveFact=false|EmoExpression::markable_100500230::Polarity=positive|EmoExpression::markable_100500229::EmoExpression=True|num=sg|EmoExpression::markable_100500230::Uncertain=false|EmoExpression::markable_100500229::Sarcasm=false|EmoExpression::markable_100500230::Intensity=medium|EmoExpression::markable_100500229::Polarity=positive pers=3|EmoExpression::markable_100500229::EmoExpression=True|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ EmoExpression::markable_11::Intensity=medium|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|EmoExpression::markable_11::Polarity=positive|EmoExpression::markable_11::EmoExpression=True|EmoExpression::markable_11::Uncertain=false _
327436752216285186	positive	nehme ich morgen mal mit , wenn ich dran denke %PosSmiley	nehmen ich morgen mal mit , wenn ich dran denken %PosSmiley	VVFIN PPER ADV ADV PTKVZ $, KOUS PPER PAV VVFIN ITJ	0/-- 1/SB 1/MO 1/MO 1/SVP 5/-- 10/CP 10/SB 5/NK 1/MO 5/NK	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|EmoExpression::markable_12::EmoExpression=True
323668198018916352	positive	Ohne Socken ? Ja das probier ich heute auch mal aus %PosSmiley	ohne Socke ? ja die probieren ich heute auch mal aus %PosSmiley	APPR NN $. ADV PDS VVIMP PPER ADV ADV ADV PTKVZ ITJ	0/-- 1/NK 2/-- 5/MO 6/NK 0/-- 6/OA 6/MO 6/MO 6/MO 6/SVP 11/NK	_ case=acc|gender=fem|num=pl _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 _ _ _ _ EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::EmoExpression=True|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false
327443221632409600	positive	Ja %PosSmiley jetzt soll ein Interview kommen , habe ich gerade RT ... du das D Radio Interview schon gesehen ?	Ja %PosSmiley jetzt sollen eine Interview kommen , haben ich gerade RT ... du die D Radio Interview schon sehen ?	NN ITJ ADV VMFIN ART NN VVINF $, VAFIN PPER ADV NE $. PPER ART NN NN NN ADV VVPP $.	7/MO 12/NK 1/MO 0/-- 6/NK 4/SB 4/OC 7/-- 4/CJ 9/SB 12/MO 9/OC 12/-- 20/OA 16/NK 20/OA 16/NK 17/NK 20/MO 9/OC 20/--	_ EmoExpression::markable_14::Polarity=positive|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|EmoExpression::markable_14::Uncertain=false|EmoExpression::markable_14::Intensity=medium|EmoExpression::markable_14::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=2 case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _
322424949308522496	negative	ich bin nur eine managerin .. mehr als alles zu organisieren kann ich nicht %NegSmiley	ich sein nur eine Managerin .. mehr als alle zu organisieren können ich nicht %NegSmiley	PPER VAFIN ADV ART NN NN ADV KOKOM PIS PTKZU VVINF VMFIN PPER PTKNEG ITJ	2/SB 0/-- 5/MO 5/NK 2/PD 5/NK 11/OA 9/CM 7/CC 11/PM 12/OC 0/-- 12/SB 12/NG 12/DM	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg Sentiment::markable_15::Intensity=medium|Sentiment::markable_15::Sarcasm=false|Target::markable_17::Target=True|Target::markable_17::Preferred=true|Sentiment::markable_15::Polarity=negative|Sentiment::markable_15::Sentiment=True|Target::markable_17::Anaphref=empty Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True case=acc|gender=neut|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=nom|pers=1|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True|*=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True EmoExpression::markable_16::Polarity=negative|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|Sentiment::markable_15::Sentiment=True|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Intensity=medium
