385497381925847040	positive	16d4ea17feedebbc87d8ddf3f57c172b	[]
364483696570945536	neutral	a6416685aa01bb28315ec81baa50639d	[]
373606425379225600	positive	e9f93f030ab466d8aa624d1bfb33d31b	[]
367189542857482240	neutral	c020aa23ff1f8ff985ce489b2b678674	[]
368327046574776321	neutral	0096b66e311fffcca65c23d2a310083b	[]
390690148188712960	positive	66ffcee70a34442d5e3df0b39e359d11	[]
368309870673793024	neutral	575fd73efa41e07e2b0c360a721d19d7	[]
362896018389475328	neutral	8b824c765a7642a980b9e14c02830126	[]
367912309303148545	neutral	a07f6bc77b0cfb06a75c7cb1a88d752b	[]
364291928692490241	positive	40d5d6cccb61d3d230c730e60ca4dbf1	[]
376428554260475904	negative	a92ab250023c1468410c5d5af0a0580e	[]
372600329143345152	neutral	5778aba598d24fce321987b2814b14a8	[]
371650134825639936	negative	c69bd331df4158366db090c37a3b9d03	[]
395707232194940929	neutral	6fa0af96005e4916999ec3819cad47cf	[]
374506338434686976	neutral	85110bd65343f424937367f67615a15a	[]
365768902548000768	neutral	333d12a5288e820dcc999087fe2b0ce3	[]
372681702948474880	neutral	d6078a5145f7be9efd27cdd0755873ac	[]
370998910124589056	neutral	0ddb59bc84b1a901bd9036d44d457fdb	[]
393979803898249216	neutral	5db9f6e12bb29c69675720b401ad7947	[]
371276107690938368	negative	d7c5c70f749932790e727218fbe7bd2d	[]
395083010925535232	neutral	278e724276cececc1c9ff3cb6e5984d9	[]
392282373242748928	neutral	7c7393bbf5134a554f6e8c2c00de619c	[]
395077566618673152	negative	40bac1cc58fc86ed7cf2f6a83344b3e0	[]
392574984876326912	neutral	90b6e1acf8d16c4e72c7fdb3ac50d66f	[]
369077227020775424	neutral	5fc032cf8150c3fd767e568edefdf569	[]
377173500571955200	negative	f80e69bf796933e98e6f22b82bc746e8	[]
367657362993463296	positive	028bcf42113a5fac255cfd307038ef61	["367572629391409152","367394598001602560","367387925082030080"]
373383829207388160	neutral	30354b3f81be7eb303d9f7fe316d6acb	[]
377442007406632960	neutral	d949f07d6005227f6dfed1d8d373702b	[]
362985277511311361	positive	8786deec3002c5425d09e4bac724cf28	[]
365814322745704451	positive	638a1a2f9e184802fdbb9c1a8e14bd52	[]
365817573524258816	neutral	c6601b5efd82c743e6b73b4b9c343eb6	[]
389649172343046144	neutral	1667b04c2a0400a7404346a49f92f1cf	[]
368328631883673600	neutral	77de35d58dd4f89179dc7e595cae15b3	[]
